Raman_Shift Original_Spectrum Predicted_Raman Predicted_Baseline
294.894650	50864.000000	42.778684	51084.499550
297.232540	50883.000000	51.587434	51078.131357
299.568300	50957.000000	54.727911	51072.685532
301.905240	51100.000000	57.971680	51067.153673
304.238400	51403.000000	61.707167	51063.935339
306.571040	51331.000000	64.574904	51063.404510
308.903260	52100.000000	66.980342	51060.906044
311.233340	52037.000000	71.865024	51059.605015
313.562930	51835.000000	76.135922	51063.994450
315.890440	51800.000000	80.598834	51070.722576
318.215790	51440.000000	82.037471	51084.621869
320.540680	51590.000000	83.493246	51105.059664
322.865110	51487.000000	87.067453	51127.999436
325.187410	51178.000000	91.848453	51155.161261
327.509250	51495.000000	97.952520	51186.357268
329.828920	51455.000000	105.060351	51223.479013
332.148160	51588.000000	115.069397	51263.890493
334.465270	51548.000000	128.459277	51305.891534
336.781950	51556.000000	142.710282	51359.046422
339.096470	51396.000000	160.319689	51421.850459
341.408870	51601.000000	185.708145	51491.387304
343.722530	51637.000000	218.253666	51567.673344
346.032350	52092.000000	260.880458	51648.331846
348.341740	51876.000000	316.806999	51734.885068
350.650670	52570.000000	385.292940	51824.637310
352.957460	52574.000000	469.420523	51918.311365
355.263760	52861.000000	575.138421	52018.619320
357.568020	52844.000000	676.591689	52122.911127
359.871800	53185.000000	735.989232	52226.444439
362.173430	53111.000000	728.335300	52328.247143
364.474640	53520.000000	670.328404	52425.192790
366.773710	53384.000000	608.187245	52517.257972
369.072360	53066.000000	563.924146	52607.611859
371.368870	53301.000000	534.960751	52696.503186
373.664920	53404.000000	526.063330	52783.004904
375.958890	53587.000000	527.860767	52865.662063
378.252380	53602.000000	532.902399	52942.840037
380.543790	53754.000000	541.530565	53014.719084
382.834750	53742.000000	552.816863	53084.152338
385.123570	53739.000000	564.723169	53149.875057
387.411960	53742.000000	569.043727	53214.605178
389.698210	53717.000000	569.600892	53276.256841
391.984070	53884.000000	564.841684	53333.382705
394.267790	53494.000000	553.608315	53383.673925
396.551060	53508.000000	548.947613	53432.025601
398.832210	53613.000000	546.385719	53477.973036
401.112950	53873.000000	562.886300	53519.651600
403.391570	53953.000000	586.409868	53554.916907
405.669770	53909.000000	579.902494	53587.354246
407.945860	54263.000000	534.297032	53614.819234
410.221470	53896.000000	463.626140	53635.025852
412.495030	54059.000000	388.134368	53649.797764
414.768100	53972.000000	320.924472	53659.846644
417.039090	54040.000000	260.037357	53665.396061
419.309630	54054.000000	203.455052	53659.715546
421.579740	53916.000000	180.738152	53646.457112
423.846100	53984.000000	164.816885	53634.755463
426.113680	54061.000000	153.688661	53624.322654
428.377470	54323.000000	150.289007	53616.821402
430.642520	53840.000000	149.037918	53610.673266
432.905460	54387.000000	146.675121	53603.205374
435.166320	54399.000000	143.391650	53594.497906
437.426700	54281.000000	144.641277	53580.584567
439.685060	54240.000000	146.480569	53563.119883
441.942900	54015.000000	150.603757	53543.643667
444.198730	54247.000000	156.535082	53524.124142
446.454070	54202.000000	159.016119	53505.453241
448.708980	53842.000000	157.087181	53487.827611
450.961820	54252.000000	155.771704	53470.165109
453.212550	53864.000000	155.075906	53449.901721
455.462890	53827.000000	153.325408	53428.292825
457.711120	53825.000000	149.430772	53404.001106
459.958920	53466.000000	146.170473	53379.055069
462.204590	53772.000000	144.453793	53352.938516
464.449890	53464.000000	140.665034	53329.342084
466.694760	53812.000000	133.832631	53307.606772
468.937500	53356.000000	133.093295	53284.291848
471.178160	53448.000000	136.616191	53258.915646
473.418460	53235.000000	145.358336	53228.001733
475.656620	53289.000000	161.435539	53189.278137
477.894380	53421.000000	181.989983	53148.183661
480.131680	53336.000000	208.504438	53104.723572
482.366910	53299.000000	243.284529	53054.899387
484.600040	53310.000000	289.959404	52997.972511
486.832790	53307.000000	355.216787	52936.347184
489.063450	53798.000000	437.863375	52871.472505
491.293670	53635.000000	537.601033	52802.289741
493.523500	53345.000000	632.200015	52729.706628
495.751190	53347.000000	678.411768	52653.777595
497.976840	53500.000000	648.261251	52576.943754
500.202090	53343.000000	555.168796	52499.363123
502.426910	53071.000000	434.240921	52421.333014
504.649660	52925.000000	325.961532	52345.416857
506.870270	52856.000000	244.869518	52272.586180
509.090550	52725.000000	187.253080	52202.785384
511.310360	52580.000000	150.885632	52137.479954
513.528140	52825.000000	126.533805	52072.324936
515.743770	52385.000000	112.628423	52006.314856
517.959110	52546.000000	102.159702	51937.616100
520.173890	52378.000000	93.295714	51866.761840
522.386660	52040.000000	86.433783	51795.151426
524.597410	51964.000000	82.283508	51723.160594
526.807740	51766.000000	78.213871	51649.926675
529.017580	51782.000000	73.180867	51575.940113
531.225400	52082.000000	68.415024	51503.297889
533.431210	51600.000000	64.239341	51431.672844
535.636470	51583.000000	61.435982	51362.627030
537.841430	51311.000000	59.827721	51295.617330
540.044310	51438.000000	59.091850	51230.406712
542.245120	51570.000000	59.636392	51167.279613
544.445500	51452.000000	59.616429	51107.154302
546.645450	51008.000000	56.968804	51050.661688
548.843380	51019.000000	55.204850	50997.306641
